"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,"SP","477064","Monteverdia schumanniana","Plantae","Celastraceae","Monteverdia","2006","03","29","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, margem do poço Jequitiba","IBt","PreservedSpecimen","Mamede, MCH","2022","10",,"0","0","1","schumanniana","Bovini, MG; De-Toni, KLG","-45.349998","-23.77","2022-10-14T09:36:07","(Loes.) Biral","2565",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2022-10-NA",,,,,,,,,,,,,,,,,,"SP",,"Bovini, M.G.","2565","2006","Mamede, M.C.H.","2022","De-Toni, K.L.G.","Bovini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Monteverdia schumanniana","(Loes.) Biral","possibly_ok","Celastraceae","Monteverdia schumanniana","(Loes.) Biral","species","name accepted","bfo-604626",,,"Monteverdia schumanniana (Loes.) Biral","Monteverdia","Celastraceae","low","Monteverdia schumanniana"
"speciesLink","MBM230371","MBM","230371","Myrcia neolucida","Plantae","Myrtaceae","Myrcia","1995","8","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela.","MBM","PreservedSpecimen","Kawasaki, ML",,,,,,"40","neolucida","Rapini, A; et al.","-45.349998","-23.77","2025-06-01T00:01:00","A.R.Lourenço & E.Lucas","44",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"MBM",,"Rapini, A.","44","1995","Kawasaki, M.L.","n.d.",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Myrcia neolucida","A.R.Lourenço & E.Lucas","possibly_ok","Myrtaceae","Myrcia neolucida","A.R.Lourenço & E.Lucas","species","name accepted","bfo-611353",,,"Myrcia neolucida A.R.Lourenço & E.Lucas","Myrcia","Myrtaceae","high","Myrcia neolucida"
"speciesLink",,"SP","310959","Myrcia pubipetala","Plantae","Myrtaceae","Myrcia","1990","03","15","Brasil","São Paulo","São Sebastião","Parque Estadual de Ilhabela, TRilha da água Branca, poço da escada","IBt","PreservedSpecimen","Aguiar, OT","1994","08","08","0","0","1","pubipetala","Robim, MJ","-45.41","-23.76","2021-12-09T11:13:15","Miq.","651",,,,"41977",,,,,,,,,,,,,,"SPLINK","São Sebastião","1994-08-08",,,,,,,,,,,,,,,,,,"SP",,"Robim, M.J.","651","1990","Aguiar, O.T.","1994",,"Robim",,"brazil","sao paulo","sao sebastiao","parque estadual de ilhabela",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Myrcia pubipetala","Miq.","possibly_ok","Myrtaceae","Myrcia pubipetala","Miq.","species","name accepted","bfo-10743",,,"Myrcia pubipetala Miq.","Myrcia","Myrtaceae","high","Myrcia pubipetala"
"speciesLink","SORO004112","SORO","4112","Myrcia spectabilis","Plantae","Myrtaceae","Myrcia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual da Ilhabela. Mata Atlântica. Trilha da Água Branca","UFSCar","PreservedSpecimen","F.F. Mazine","2013","03",,,,"391","spectabilis","Kirizawa,M.;Rapini, A.; Proença, S.L.","-45.349998","-23.77","2025-05-14T09:49:05","DC.","3206",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2013-03-NA",,,,,,,,,,,,,,,,,,"SORO",,"Kirizawa, M.","3206","1995","Mazine, F.F.","2013","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual da ilhabela, mata atlantica",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Myrcia spectabilis","DC.","possibly_ok","Myrtaceae","Myrcia spectabilis","DC.","species","name accepted","bfo-10758",,,"Myrcia spectabilis DC.","Myrcia","Myrtaceae","high","Myrcia spectabilis"
"speciesLink","MBM241652","MBM","241652","Neomitranthes glomerata","Plantae","Myrtaceae","Neomitranthes","1995","8","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela.","MBM","PreservedSpecimen","Kawasaki, ML",,,,,,"40","glomerata","Rapini, A; et al.","-45.349998","-23.77","2025-06-01T00:01:00","(D.Legrand) D.Legrand","39",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"MBM",,"Rapini, A.","39","1995","Kawasaki, M.L.","n.d.",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Neomitranthes glomerata","(D.Legrand) D.Legrand","possibly_ok","Myrtaceae","Neomitranthes glomerata","(D.Legrand) D.Legrand","species","name accepted","bfo-10812",,,"Neomitranthes glomerata (D.Legrand) D.Legrand","Neomitranthes","Myrtaceae","high","Neomitranthes glomerata"
"speciesLink",,"SP","303614","Nyctaginaceae","Plantae","Nyctaginaceae",,"1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","IBt","PreservedSpecimen",,,,,"0","0","1",,"Proença, SL; et al.","-45.349998","-23.77","2021-12-09T11:13:35",,"83",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela",,,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","83","1995","s.n.","n.d.",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Nyctaginaceae","Juss.","family_as_genus","Nyctaginaceae","Nyctaginaceae","Juss.","family","name accepted","bfo-172",,,"Nyctaginaceae Juss.",,"Nyctaginaceae","unknown",
"speciesLink",,"SP","288305","Oxalis debilis","Plantae","Oxalidaceae","Oxalis","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha dos Castellanos","IBt","PreservedSpecimen","Fiaschi, P","2005",,,"0","0","1","debilis","Kirizawa, M; et al.","-45.349998","-23.77","2022-10-14T09:37:21","Humb., Bonpl. & Kunth","3207",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2005-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3207","1995","Fiaschi, P.","2005",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Oxalis debilis","Kunth","possibly_ok","Oxalidaceae","Oxalis debilis","Kunth","species","name accepted","bfo-12459",,,"Oxalis debilis Kunth","Oxalis","Oxalidaceae","high","Oxalis debilis"
"speciesLink","NY00502614","NY","502614","Palicourea","Plantae","Rubiaceae","Palicourea","1990","03","15","Brazil","São Paulo","São Sebastiao Mun.","Parque Estadual de Ilhabela, entrada para una trilha do Poço da Pedra","NY","PreservedSpecimen",,,,,,,"67",,"M. J. Robin","-45.4097","-23.7603","2025-05-25T00:08:00",,"655",,,,,"Magnoliophyta",,"Gentianales",,"South America","sheet",,,,,,,,"SPLINK","São Sebastiao Mun.",,,,,,,,,,,,,,,,,,,"NY",,"Robin, M.J.","655","1990","s.n.","n.d.",,"Robin",,"brazil","sao paulo","sao sebastiao","parque estadual de ilhabela",,"locality","brazil_sao paulo_sao sebastiao","brazil_sao paulo_sao sebastiao",-23.75242089,-45.60629823,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_sao sebastiao","Brazil","São Paulo","São Sebastião",,"check_local.2municip.","Palicourea","Aubl.","indet","Rubiaceae","Palicourea","Aubl.","genus","name accepted","bfo-14133",,,"Palicourea Aubl.","Palicourea","Rubiaceae","unknown",
"gbif",,"UEC","58832","Pecluma recurvata (Kaulf.) M.G.Price","Plantae","Polypodiaceae","Pecluma","1991","12","4","Brazil","São Paulo",,"Parque Estadual de Ilhabela","UNICAMP","PRESERVED_SPECIMEN","Salino, A",,,,,,"https://specieslink.net/col/2","recurvata","Salino, A",,,"2024-11-25 11:37:26","(Kaulf.) M.G.Price","1211",,,,,"Tracheophyta","Polypodiopsida","Polypodiales",,,,,,,,,,,"GBIF","Ilhabela","1992-01-01","Pecluma recurvata (Kaulf.) M.G.Price",,"BR",,,"1991-12-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","1089022458",,,,"https://specieslink.net/guid/2/58832",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pecluma",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Pecluma recurvata","Pecluma recurvata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC067719","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Pecluma recurvata","(Kaulf.) M.G.Price","name_w_authors","Polypodiaceae","Pecluma recurvata","(Kaulf.) M.G.Price","species","name accepted","bfo-91713",,,"Pecluma recurvata (Kaulf.) M.G.Price","Pecluma","Polypodiaceae","unknown","Pecluma recurvata"
"speciesLink",,"SP","292283","Peperomia glabella","Plantae","Piperaceae","Peperomia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira.","IBt","PreservedSpecimen","Guimarães, EF","2012",,,"0","0","1","glabella","Rapini, A; Proença, SL; Kirizawa, M","-45.349998","-23.77","2021-12-09T11:15:07","(Sw.) A.Dietr.","38",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2012-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Rapini, A.","38","1995","Guimaraes, E.F.","2012","Proenca, S.L.; Kirizawa, M.","Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Peperomia glabella","(Sw.) A.Dietr.","possibly_ok","Piperaceae","Peperomia glabella","(Sw.) A.Dietr.","species","name accepted","bfo-12653",,,"Peperomia glabella (Sw.) A.Dietr.","Peperomia","Piperaceae","high","Peperomia glabella"
"speciesLink","SPF00104359","SPF","104359","Peperomia pseudoestrellensis","Plantae","Piperaceae","Peperomia","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trila da Toca da Goteira.","USP","PreservedSpecimen","Carvalho-Silva, M","2003","05",,"0","0","7","pseudoestrellensis","Rapini, A","-45.349998","-23.77","2023-12-20T16:05:53","C.DC.","38",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2003-05-NA",,,,,,,,,,,,,,,,,,"SPF",,"Rapini, A.","38","1995","Carvalho-Silva, M.","2003",,"Rapini",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Peperomia pseudoestrellensis","C.DC.","possibly_ok","Piperaceae","Peperomia pseudoestrellensis","C.DC.","species","name accepted","bfo-12694",,,"Peperomia pseudoestrellensis C.DC.","Peperomia","Piperaceae","high","Peperomia pseudoestrellensis"
"user",,"RB","RB00275755","Piper amplum Kunth","Plantae","Piperaceae","Piper","1995","8","23","Brasil","São Paulo",,"Parque Estadual de Ilhabela. Trilha Toca da Goteira.","JBRJ","Preserved Specimen","Elsie Guimarães",,,,,,,"amplum","M. Kirizawa; A. Rapini, S.L. Proença",,,,"Kunth","3200",,,,,,,,,,,,,,,,,,,"Ilhabela",,,,"BR",,,"1995-08-23","Mata atlântica.",,,,,,"sp.","Physical Object",,,,"RB",,"Kirizawa, M.","3200","1995","Guimaraes, E.","n.d.","Rapini, A.; Proenca, S.L.","Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,"urn:catalog:JBRJ:RB:275755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/27/57/55/00275755.jpg",,,,,,,,,,,,,,,,,"2006-02-06 16:43:17+00","Angiospermas","brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Piper fluminense","Raddi","name_w_authors","Piperaceae","Piper fluminense","Raddi","species","replaced synonym","bfo-625099","Piper fluminense","Raddi","Piper fluminense Raddi","Piper","Piperaceae","high","Piper fluminense"
"speciesLink",,"SP","291271","Pleroma estrellense","Plantae","Melastomataceae","Pleroma","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","IBt","PreservedSpecimen","Mamede, MCH","2023","05",,"0","0","1","estrellense","Proença, SL; et al.","-45.349998","-23.77","2023-05-12T08:54:55","(Raddi) P.J.F.Guim. & Michelang.","92",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2023-05-NA",,,,,,,,,,,,,,,,,,"SP",,"Proenca, S.L.","92","1995","Mamede, M.C.H.","2023",,"Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Pleroma estrellense","(Raddi) P.J.F.Guim. & Michelang.","possibly_ok","Melastomataceae","Pleroma estrellense","(Raddi) P.J.F.Guim. & Michelang.","species","name accepted","bfo-606917",,,"Pleroma estrellense (Raddi) P.J.F.Guim. & Michelang.","Pleroma","Melastomataceae","low","Pleroma estrellense"
"gbif",,"PMSP","PMSP008080","Psychotria fluminensis Vell.","Plantae","Rubiaceae","Psychotria","1995","8","23","Brasil","São Paulo",,"Parque Estadual de Ilhabela, Trilha Toca da goteira.","PMSP","PRESERVED_SPECIMEN","FFESP 2007 / LEFB",,,,,,,"fluminensis","M.Kirizawa;S.L.Proença,M. Kirizawa,A.Rapini,A. Rapini,S.L. Proença",,,,"Vell.","3196",,,,,"Tracheophyta","Magnoliopsida","Gentianales",,,,,,,,,,,"GBIF","Ilhabela","2016-01-01","Psychotria fluminensis Vell.","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=4672912","BR",,,"1995-08-23",,,,,,"ACCEPTED","SPECIES",,,"1995-08-23",,,,,,,,,,,,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county","2302356515",,,,"4672912",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Psychotria",,,,,,"4012b76b-7f81-4bd9-b887-6fd3e6a5588c",,"StillImage",FALSE,FALSE,"Psychotria fluminensis","Psychotria fluminensis Vell.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","VU","jbrj-public.s3.amazonaws.com/fsi/server?type=image&source=DZI/pmsp/pmsp/0/0/80/80/pmsp00008080.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Psychotria fluminensis","Vell.","name_w_authors","Rubiaceae","Psychotria fluminensis","Vell.","species","name accepted","bfo-14174",,,"Psychotria fluminensis Vell.","Psychotria","Rubiaceae","unknown","Psychotria fluminensis"
"speciesLink","SP0288297","SP","288297","Psychotria laciniata","Plantae","Rubiaceae","Psychotria","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha Toca da Goteira","IBt","PreservedSpecimen","Taylor, CM","2007",,,"0","0","1","laciniata","Kirizawa, M; et al.","-45.349998","-23.77","2024-09-06T09:19:45","Vell.","3201",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2007-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3201","1995","Taylor, C.M.","2007",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Psychotria laciniata","Vell.","possibly_ok","Rubiaceae","Psychotria laciniata","Vell.","species","name accepted","bfo-14187",,,"Psychotria laciniata Vell.","Psychotria","Rubiaceae","high","Psychotria laciniata"
"speciesLink","SP0288296","SP","288296","Psychotria nemorosa","Plantae","Rubiaceae","Psychotria","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha Toca da Goteira","IBt","PreservedSpecimen","Taylor, CM","2007",,,"0","0","1","nemorosa","Kirizawa, M; et al.","-45.349998","-23.77","2024-09-06T09:19:46","Gardner","3202",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2007-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3202","1995","Taylor, C.M.","2007",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Psychotria nemorosa","Gardner","possibly_ok","Rubiaceae","Psychotria nemorosa","Gardner","species","name accepted","bfo-14199",,,"Psychotria nemorosa Gardner","Psychotria","Rubiaceae","high","Psychotria nemorosa"
"speciesLink","SP0288309","SP","288309","Psychotria patentinervia","Plantae","Rubiaceae","Psychotria","1995","08","23","Brasil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Goteira","IBt","PreservedSpecimen","Taylor, CM","2007",,,"0","0","1","patentinervia","Kirizawa, M; et al.","-45.349998","-23.77","2024-09-20T09:27:29","Müll.Arg.","3196",,,,"23719",,,,,,,,,,,,,,"SPLINK","Ilhabela","2007-NA-NA",,,,,,,,,,,,,,,,,,"SP",,"Kirizawa, M.","3196","1995","Taylor, C.M.","2007",,"Kirizawa",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Psychotria patentinervia","Müll.Arg.","possibly_ok","Rubiaceae","Psychotria patentinervia","Müll.Arg.","species","name accepted","bfo-14206",,,"Psychotria patentinervia Müll.Arg.","Psychotria","Rubiaceae","high","Psychotria patentinervia"
"speciesLink",,"MO","3214142","Psychotria pubigera","Plantae","Rubiaceae","Psychotria","1995","8","23","Brazil","São Paulo",,"municipio de Ilhabela. Parque Estadual de Ilhabela","MO","PreservedSpecimen","C.M. Taylor (MO)","2017",,,,,"88","pubigera","S.L. Proença|et al.","0","0","2017-04-21T12:10:00","Schltdl.","87",,,,,,,,"1","South America",,,,,,,,,"SPLINK",,"2017-NA-NA",,,,,,,,,,,,,,,,,,"MO",,"Proenca, S.L.","87","1995","Taylor, C.M.","2017","Al., E.","Proenca",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Psychotria pubigera","Schltdl.","possibly_ok","Rubiaceae","Psychotria pubigera","Schltdl.","species","name accepted","bfo-26085",,,"Psychotria pubigera Schltdl.","Psychotria","Rubiaceae","high","Psychotria pubigera"
"speciesLink","UEC067376","UEC","58814","Pteris decurrens","Plantae","Pteridaceae","Pteris","1991","12","04","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela","UNICAMP","S","Salino, A","2001","09",,"0","0","2","decurrens","Salino, A","-45.349998","-23.77","2024-11-25T11:37:33","C.Presl","1213",,,,"23719","Pteridophyta",,,,,,,,,,,,,"SPLINK","Ilhabela","2001-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Salino, A.","1213","1991","Salino, A.","2001",,"Salino",,"brazil","sao paulo","ilhabela","parque estadual de ilhabela",,"locality","brazil_sao paulo_ilhabela","brazil_sao paulo_ilhabela",-23.85166951,-45.32677547,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_ilhabela","Brazil","São Paulo","Ilhabela",,"check_local.2municip.","Pteris decurrens","C.Presl","possibly_ok","Pteridaceae","Pteris decurrens","C.Presl","species","name accepted","bfo-91985",,,"Pteris decurrens C.Presl","Pteris","Pteridaceae","low","Pteris decurrens"
